CustomerID,Age,BankAge,Salary,E_IND,OVOL8,ONO3,ONO6,ONO9,Churn
6a039d6b,29,4,40838,5,3,6,9,3,0
6a02b132,28,3,39489,4,1,5,4,4,0
69fbfa83,43,15,29524,3,8,4,9,3,0
69fa1434,41,19,36517,1,5,3,7,7,1
69f86427,34,14,36602,1,2,5,7,3,0
69f7d150,27,6,24785,2,2,3,6,5,0
69f7a028,37,15,41926,2,2,2,6,3,0
69f7549f,60,18,88870,4,3,5,10,8,0
69f09d7f,59,10,77193,4,2,7,6,2,0
69ed11e2,61,13,73241,4,3,7,4,2,0
69eb408c,41,22,48979,3,3,12,5,5,0
69e7337a,27,8,25776,2,3,5,4,2,0
69dbbfe5,32,14,46356,4,2,3,10,1,0
69d32966,43,8,32239,4,2,5,3,3,0
69d10fd2,36,13,33483,3,1,6,4,1,0
69c2d25f,50,18,70008,2,1,7,8,4,0
69c2b38f,49,27,60647,1,3,5,14,4,0
69c112e4,24,6,27857,2,1,2,4,2,1
69b522e0,42,21,54837,4,3,10,9,4,0
69b18577,47,17,87968,4,1,2,15,5,0
69ae8b17,67,14,73604,1,1,7,3,3,0
69a7ef40,25,7,21162,1,1,3,6,5,0
69a0e00e,51,3,75528,4,0,3,7,4,0
69a07be0,42,7,69051,2,3,3,5,2,0
699efd13,41,3,75172,2,2,4,6,3,0
699d14df,57,19,78968,2,3,4,6,2,0
699510cd,44,5,61017,2,1,0,3,2,0
69948f1a,43,3,57028,2,2,1,4,5,0
69850ec8,44,25,61663,3,1,7,9,8,0
6984a51d,38,5,56893,2,0,1,6,1,0
698438b9,49,4,81156,3,1,2,1,2,0
6982969a,41,22,20900,4,1,6,14,4,0
697e994c,58,28,84112,4,3,8,13,6,0
69734cdb,28,10,16049,1,3,0,9,4,0
696bc8ff,37,11,62734,4,2,4,6,4,1
6968e919,45,17,65080,3,1,7,10,3,0
69607c04,50,30,75980,3,1,8,21,5,0
695dcb1d,39,14,47121,5,2,3,7,3,0
695b81c6,35,15,39485,5,7,5,9,2,0
69585fd8,45,25,63768,2,3,6,15,3,1
694fc2b0,33,4,71916,1,0,2,5,1,0
694e4c39,59,9,85927,5,2,6,9,4,0
69486dbe,45,10,53964,2,0,8,6,1,0
693fba0b,24,6,20103,5,4,5,14,3,0
693e0989,49,2,73672,5,1,5,7,1,0
69352ac9,30,3,25710,4,2,3,5,2,0
6934095f,37,18,71973,2,1,4,14,3,0
692e8098,42,6,69513,2,2,3,5,3,0
692e277b,51,23,99533,3,1,7,6,2,0
692b0778,36,15,29024,3,3,6,11,6,0
692a1cbb,43,14,50064,3,1,7,5,3,0
69226f01,37,6,59563,4,2,1,5,1,0
691ef88b,22,4,29174,5,1,4,5,7,0
691b23d4,47,1,80339,3,3,2,5,5,0
690ca140,40,21,43434,5,0,8,7,3,0
6908523f,38,19,60818,3,2,6,8,2,0
69032dd7,36,12,53593,3,2,9,11,0,0
68f77795,18,0,29830,4,3,4,3,3,0
68edcb45,29,4,47527,5,3,3,11,2,0
68e3abbd,44,17,55356,1,6,2,8,4,0
68e264b2,48,8,79615,5,4,5,7,2,0
68dd2337,62,24,54419,5,5,7,12,7,0
68cb92c3,49,6,59636,2,2,6,2,2,0
68c07584,34,6,54388,2,3,5,4,1,0
68bdb1d7,28,7,36987,3,2,2,4,5,0
68bb3c7e,44,16,65010,3,4,4,6,6,0
68af1a42,18,0,21140,2,1,2,3,2,0
68ac3b6c,52,5,91842,2,1,1,8,5,0
68a6ab87,47,22,69728,2,1,8,10,4,0
68a4e617,29,4,29655,5,1,5,7,4,0
68a1566e,50,10,95407,1,1,4,4,2,0
68a03bda,44,10,72652,3,1,3,7,5,0
6899406d,33,9,36668,4,3,9,5,7,0
6896e4c9,56,27,71398,4,1,14,19,2,0
688cfa85,18,0,27211,2,2,3,2,2,0
688aff3c,36,6,53440,2,2,4,3,2,0
68829db2,45,12,83773,1,4,1,5,1,0
6878fe7a,36,11,29508,3,2,7,7,5,0
68675aad,45,4,62664,4,1,3,8,5,0
6866f694,18,0,31984,3,4,3,3,3,0
6861b8d3,37,8,59144,2,1,5,7,3,0
685b16af,61,24,85909,4,3,4,17,6,0
685aca94,59,10,86871,5,1,7,5,3,0
6854523b,32,7,34629,3,1,4,7,2,0
685010a4,47,16,79044,3,2,3,9,0,0
684d0635,40,18,60215,1,3,5,9,2,0
684a5c6e,21,2,24349,2,2,2,1,6,0
684421ab,63,11,85721,1,1,4,9,1,0
68408f23,37,7,36518,1,0,3,4,1,1
683e3b7d,39,11,56790,4,4,2,8,6,0
6839248a,60,27,87682,2,2,4,3,7,0
682659ad,30,3,40269,2,2,2,1,4,0
6823d088,35,2,53275,3,1,3,4,3,1
681528c2,26,8,27820,3,1,2,5,2,0
6815288a,58,19,87496,1,1,5,8,2,0
6810b01d,32,11,26003,2,4,2,7,6,0
680bb00c,45,19,91208,1,3,7,9,4,0
6806fde3,45,6,176456,3,3,2,6,1,0
6805ae20,55,30,68852,2,3,6,8,9,0
6800a602,34,5,41072,1,0,1,4,0,0
67f9c89d,49,14,80477,3,3,3,7,3,0
67f86360,37,1,57390,1,1,3,2,0,0
67f811bc,27,8,25947,1,1,2,9,2,0
67f42d05,23,5,27781,5,1,7,7,5,0
67f21ab9,41,10,45594,5,2,7,12,2,0
67ef5019,39,8,46182,4,2,5,9,3,0
67ee672c,35,6,91106,4,1,6,6,6,0
67e6afa9,47,12,79256,4,1,8,14,3,0
67e5acd8,35,10,61243,4,2,2,6,3,0
67e0d266,31,3,49031,4,1,4,7,0,0
67e0ce3e,55,23,84560,5,4,8,11,7,0
67e0c500,34,6,33119,2,2,1,7,3,0
67dd8bb9,38,9,39874,4,0,5,9,1,0
67cdef73,30,5,34576,2,2,1,2,1,0
67cd9090,49,15,70304,5,4,4,8,3,0
67c96b56,32,5,29977,2,1,3,2,3,0
67c54fdb,40,21,49946,2,5,6,8,1,0
67c4930b,53,19,77179,4,3,8,14,7,0
67c38e4d,36,14,70466,1,2,3,9,7,1
67c05f35,28,6,35647,5,0,3,5,5,0
67bd586e,18,0,24906,2,4,0,4,1,0
67bb888e,34,1,40377,2,0,2,2,1,0
67b550b7,60,24,81018,1,2,9,11,4,0
67b321fe,22,4,20624,4,0,2,8,0,0
67b2fb96,42,1,71291,2,0,5,4,3,0
67b04bd9,29,10,46899,5,4,5,12,2,0
67af1150,35,17,29798,5,2,8,6,2,0
67a4ce9d,39,11,76533,3,2,3,9,1,0
67a0d153,40,5,38580,3,1,7,6,3,0
679e781e,26,3,31058,2,1,4,6,1,0
678f4f01,34,6,37202,1,0,2,2,2,0
678eb678,24,0,32394,5,0,4,8,2,0
6782a1ca,31,3,35965,2,2,4,5,1,0
677f73cd,37,15,60481,1,0,2,4,3,0
677e7be3,35,9,56933,5,2,3,8,7,0
6778469f,49,26,65779,2,2,6,13,3,0
6773f338,28,10,31608,2,1,7,6,3,0
677120a6,22,2,26755,5,0,6,11,3,0
6767b62f,39,13,49203,2,2,4,8,3,0
675c9c6e,54,15,70080,2,2,3,5,3,0
6758ecb4,46,16,95257,4,3,5,9,4,0
67582a02,32,2,29445,2,2,7,5,0,0
674b7832,33,12,56293,4,2,8,9,1,0
67476ede,59,10,63852,4,4,5,8,3,0
67438c02,46,18,63640,2,4,5,11,4,0
673cebc1,50,2,71294,4,0,1,9,0,0
67356b08,61,23,66273,4,5,12,18,4,0
6732bb95,47,29,90581,5,4,15,13,5,0
673290c5,38,9,71227,3,0,4,9,3,0
672e8bbb,26,2,19997,2,5,0,5,4,0
672db2ca,42,6,39890,5,2,3,10,5,0
671fedff,53,20,95816,4,1,7,11,3,0
6718a729,31,13,41567,3,2,8,9,4,0
6715dd0a,48,7,70741,2,1,3,1,0,0
671468d4,31,4,22888,4,1,7,4,1,0
67140c22,36,8,15722,1,3,1,4,1,0
671386d6,60,26,58092,4,5,9,10,0,0
670b9465,47,22,76893,2,2,3,5,3,0
670b8e66,50,16,72571,4,2,5,5,1,0
67075ccc,29,9,35825,3,2,1,12,1,1
6704e0e6,46,22,65573,1,2,7,9,3,0
66f7ee48,26,3,28268,3,0,3,6,4,0
66f42e60,41,3,56293,1,2,1,3,1,0
66e8c376,26,8,27150,2,4,3,9,1,0
66e8b67c,54,10,78339,1,3,5,8,3,0
66e4eee3,50,26,74934,3,4,4,12,1,0
66e4d99f,33,9,42183,1,3,4,8,0,0
66dfa2d0,40,19,65128,5,3,4,9,4,0
66d12d25,18,0,17040,5,1,4,4,6,0
66c8fe4f,38,12,52764,5,5,4,12,2,0
66c8a09b,48,14,74390,2,4,6,12,4,0
66c881f4,33,7,56000,5,1,6,12,3,0
66bde7d0,34,0,68886,3,2,2,7,1,0
66b94638,37,6,66982,1,1,4,5,3,0
66b538ce,34,6,26843,1,2,6,6,0,0
66b1aada,18,0,26227,4,3,3,2,5,0
66b16cd3,57,27,86257,5,3,4,8,3,0
66aadd4a,42,4,69519,2,3,2,5,1,1
66a3b9f6,30,3,44569,2,0,6,3,5,0
669dc345,29,2,40748,4,2,1,4,1,0
669d435c,18,0,19006,2,0,1,4,1,0
66998f53,20,0,17796,1,0,2,1,2,0
6689f1ae,28,0,35509,5,1,4,4,3,0
668816ca,33,15,45818,4,2,8,7,6,0
6681206d,51,9,84055,2,0,2,9,2,0
667ce4c9,45,5,44420,5,3,3,6,3,0
6679e7e5,36,17,25884,5,3,4,15,6,0
66745c6d,43,11,76957,5,2,4,12,1,0
666be4f9,26,1,26108,5,1,4,3,2,0
6662678a,26,0,31154,2,2,1,3,1,0
665930eb,18,0,15000,4,0,8,4,3,0
6656d9c7,66,13,73737,3,4,3,9,3,0
665645a5,43,19,70197,2,6,10,5,3,0
6651e725,42,9,49336,1,2,2,7,2,0
664abb9f,71,6,54009,5,1,10,11,2,0
6640935c,63,6,62153,5,2,3,5,5,0
6638d439,36,1,40969,2,1,1,3,2,1
662e6fe2,55,9,92530,2,1,1,9,3,0
662e5e13,31,9,28951,2,2,2,10,1,0
662b5790,42,15,76498,2,4,5,10,2,0
662b0e4c,42,15,69034,1,3,9,4,3,0
662aecad,29,11,32624,1,3,2,4,2,0
662a1c3d,44,12,75391,2,4,4,15,7,0
66272cf2,41,14,41159,4,3,7,12,3,0
662550c1,38,15,52876,3,2,6,11,2,0
6621f2e1,38,15,65024,1,1,2,7,5,0
661e11e0,44,26,93485,4,4,8,16,5,0
6612d20d,34,14,40719,2,1,9,5,2,0
66108c73,42,14,42992,3,1,6,13,3,0
65ff53d4,57,17,70616,1,1,5,3,3,0
65fad827,37,2,59887,2,0,2,6,2,0
65f87e1f,37,4,37087,4,0,2,4,2,0
65f680ed,38,10,35665,4,4,11,6,2,0
65ecda8f,37,14,37787,5,3,4,11,5,0
65eada1c,62,26,73627,1,6,2,10,3,0
65e55de0,50,8,81517,4,2,9,6,3,0
65e1e662,51,2,79877,4,1,4,8,2,0
65da47a6,48,28,86990,5,6,10,11,7,0
65d3cc8a,50,30,71151,3,4,9,13,7,0
65d14929,48,29,97616,3,4,5,10,5,0
65cce638,57,22,66413,2,2,7,5,2,0
65cc619d,35,2,45469,5,0,6,10,4,0
65c26659,31,12,58070,1,1,3,8,1,0
65beca84,60,11,64675,2,4,7,5,1,0
65b9e935,41,7,42662,3,0,6,9,1,0
65b7f53a,23,4,19310,2,2,0,8,5,0
65adc859,34,1,36802,5,1,3,4,3,0
65a6def8,54,1,88447,2,3,1,5,0,0
65a4f21f,44,21,67132,4,2,9,22,6,0
65a3b2c1,51,19,78384,3,2,2,16,5,0
6599ca9e,41,22,66621,4,4,9,10,8,0
65908f0a,40,0,20433,5,2,3,4,4,0
6588b6f8,27,4,21272,2,1,3,5,3,0
6586544d,18,0,17688,1,0,2,1,1,0
65823fb3,28,9,28367,5,4,4,9,4,0
657f7372,31,4,56206,4,2,5,5,1,0
657d5050,38,9,49829,1,2,3,4,1,0
657ca368,18,0,24170,5,1,1,7,4,0
657c2d6b,33,0,15000,2,2,3,5,1,0
6577a7f0,49,19,77650,2,5,5,11,3,0
657306eb,25,1,27964,5,0,7,7,1,0
6564f025,44,10,42826,1,2,1,4,3,0
6561a322,38,10,30007,2,5,4,6,1,0
655ca3f7,52,7,87617,3,0,6,5,2,0
654a196d,51,21,83172,4,3,3,11,5,0
6543e309,29,9,33266,1,0,3,5,2,0
653fe28e,41,5,52681,5,1,4,6,5,0
653e1230,39,14,49309,4,0,3,14,9,0
653bac8b,40,12,70966,2,4,2,8,6,0
65371dd5,39,13,40766,5,1,5,8,7,0
652971f5,39,8,83108,2,2,2,5,0,1
651f8ce8,31,0,26099,5,0,8,3,2,1
651411a0,42,19,51104,5,3,4,12,6,0
6510f151,28,2,27677,1,3,4,6,1,0
650fbd1f,41,16,55408,4,3,10,9,1,0
650614fe,29,5,30545,3,1,4,4,1,0
64f41964,29,10,39314,4,2,6,12,9,0
64e941ea,18,0,16180,5,0,3,5,2,0
64e750cc,52,23,90864,5,8,8,15,8,0
64e09926,38,7,19792,4,2,7,8,6,0
64d65d0d,31,1,42567,4,0,1,7,3,0
64caf99a,43,21,63926,5,3,5,16,4,0
64bf01b4,43,14,40109,3,2,7,7,1,0
64bae536,33,14,39066,2,2,5,6,4,0
64b4c743,40,5,67029,4,2,1,7,2,0
64b1fb3c,29,7,31445,1,1,2,6,1,0
64b0425f,18,0,24366,4,2,4,5,5,0
64a77a99,44,1,70953,1,0,4,4,1,0
64a27129,38,20,68685,4,3,11,12,6,0
64a03ac7,40,19,47434,5,3,9,11,4,0
6484e8e0,41,7,52559,5,3,4,6,4,0
647c4c1b,26,3,33750,3,0,3,3,2,0
6474918e,33,11,48935,3,2,8,6,4,0
646a67e6,30,8,37472,5,4,7,7,6,0
646a0d17,32,9,37449,3,2,8,8,3,0
6463a954,42,8,40685,1,0,5,8,1,0
6461a475,18,0,22956,4,0,1,5,1,0
6452aed0,38,12,61622,4,4,12,7,2,0
6446a980,40,7,47923,3,2,1,4,0,0
6435908e,31,5,48582,5,3,7,4,2,0
64356cc2,37,6,30277,1,2,4,3,1,0
6433f55a,27,3,33008,2,0,4,2,1,0
642f3b25,28,10,30009,4,5,4,7,2,0
642d1a78,55,8,91170,3,2,1,10,3,0
642a949c,47,19,64651,2,1,6,8,5,0
6428875f,25,0,27307,2,0,1,3,1,0
641d8a8c,34,1,57637,2,0,4,3,2,0
641d6bd6,49,25,79999,1,3,7,13,6,0
641c37dd,43,14,56178,4,3,6,18,6,0
6417dc2b,53,11,76375,3,1,2,6,1,0
64179b40,39,19,60797,1,0,7,10,8,0
64157cf9,48,20,70197,3,3,7,12,3,0
64041b65,45,15,58944,4,2,6,3,3,0
6400d35c,47,0,147636,2,1,3,5,3,0
63ff8bac,48,1,90838,4,2,3,8,2,0
63f79603,39,13,43866,5,1,4,5,2,1
63f3b71a,31,12,41624,4,2,6,10,2,0
63ee4fd2,48,23,68489,5,6,12,16,7,0
63edff39,35,14,28887,5,1,3,4,7,0
63edf735,42,19,55782,3,2,2,8,4,0
63ec1837,51,21,81245,4,0,7,14,6,0
63e9085a,61,6,71660,1,1,3,5,2,0
63e1b170,54,27,91369,3,3,7,4,3,0
63d96b3e,37,9,50827,2,0,3,5,7,0
63d31682,26,3,25281,4,0,4,11,3,0
63ce488b,30,7,32016,1,2,3,7,5,0
63c13c0c,47,5,80970,5,3,3,4,3,1
63b92a7e,67,11,72587,4,5,6,5,4,0
63b7d421,43,13,65555,5,1,5,13,6,0
63b52935,46,14,71111,3,0,4,4,3,0
63b38b37,29,5,23575,3,0,3,3,2,1
63b0c4ca,32,4,18530,3,2,3,6,1,0
63ac1410,55,26,62561,3,3,6,16,4,0
63a8c331,38,17,44915,1,3,6,3,3,0
63a1a190,40,6,64863,5,2,3,7,4,1
639845d2,47,1,84077,3,1,2,1,2,1
63920c0b,45,13,70321,3,2,9,6,2,0
63903fce,20,2,25876,3,1,2,3,7,0
63892cb1,54,22,80761,4,8,7,10,6,0
6381893e,46,12,77385,2,1,5,9,1,0
637f74b6,42,5,62213,4,1,3,14,3,0
637d9aa2,23,2,24867,3,1,3,5,1,0
63776cec,43,11,51586,4,2,6,6,5,0
63736b8a,37,14,64672,5,1,6,5,3,0
636fd71f,30,11,53537,3,2,6,9,4,0
636b252c,37,8,77291,2,2,1,9,3,0
636a81d0,30,12,15000,2,3,6,8,7,0
63624c56,45,12,58192,3,1,3,11,2,0
635dff3d,43,25,41783,4,3,5,12,2,0
635c6aec,36,3,32208,2,1,2,7,1,1
635b77a0,32,5,15000,3,2,5,4,1,0
634d1c62,45,18,68738,4,3,7,3,4,0
6348cde9,44,18,65607,1,2,6,10,2,0
63479b76,26,2,24748,4,0,1,6,4,1
633d4b88,60,11,58461,5,1,5,7,6,0
63376f34,18,0,20007,4,3,1,6,2,0
632e7b09,29,8,34737,4,2,8,10,3,0
632b889f,47,3,66913,3,0,2,6,1,0
631bd2fc,70,6,66449,5,1,5,5,4,0
630b938f,36,3,45426,2,2,2,3,2,0
6309e88e,53,2,72814,1,0,4,4,2,0
6307ff17,53,5,65903,3,0,4,5,2,0
6307d3e1,42,6,56018,1,2,3,3,3,0
62feff61,27,9,36227,1,3,2,8,1,1
62fdc8b0,43,21,61034,4,2,9,8,9,0
62fa047c,33,2,53995,4,0,3,7,3,0
62f7c754,33,11,39422,5,1,3,17,3,0
62e36a33,49,17,59580,4,1,6,9,7,0
62d4ae93,27,1,30366,1,0,5,5,1,0
62ce6f0c,47,9,74723,1,3,3,5,3,0
62cd88c9,44,4,51644,1,2,1,5,3,0
62ca5d9a,54,15,79829,2,1,2,10,2,0
62c6453e,47,23,78305,1,3,3,8,7,0
62bf3d3f,41,21,63841,4,2,4,8,1,1
62be8738,46,8,69425,1,2,6,3,3,1
62bad622,25,5,32724,2,3,1,1,2,0
62b5eef4,40,12,43289,3,1,3,12,3,0
62b0fc94,47,3,83120,5,1,4,5,5,0
62989fe6,44,5,72906,2,3,3,2,3,0
6292d1a9,42,0,70701,4,0,2,3,3,0
6283177b,49,8,42210,1,1,8,5,1,0
627c64b3,19,1,22638,4,2,2,4,1,0
62790d42,33,10,24468,5,1,7,5,5,0
6271ea6b,37,2,49920,5,1,4,7,1,0
62679b16,40,6,39055,3,1,2,3,2,0
62666b5b,40,12,18497,5,3,6,11,4,0
625d94c8,41,13,76471,3,2,3,9,6,0
625931ff,55,2,77708,2,4,4,3,1,0
625734b8,29,9,33861,4,4,3,2,2,0
6255c21a,45,3,88645,3,2,4,3,0,0
62549d2a,28,1,28686,4,0,2,4,2,0
624ffd36,37,8,45975,5,2,5,5,3,0
624e8aa5,41,7,67404,5,1,3,11,4,0
624cce40,21,2,15000,4,0,6,3,1,0
624bdb06,42,11,63078,2,2,4,9,2,0
624b9026,35,15,33115,1,5,2,6,4,0
624a727a,40,9,40123,5,1,5,7,6,0
624a3a7c,30,10,42390,1,1,5,5,1,0
624298c4,62,15,85066,1,6,4,10,3,0
6237f95a,24,0,23925,5,3,5,3,2,0
623475d7,18,0,15846,4,1,2,2,4,0
622b8980,53,27,76135,5,4,7,15,7,0
62292a22,47,4,74744,1,3,2,4,0,0
62201a26,45,27,61313,1,3,4,10,4,0
621e7071,30,11,42867,4,3,2,7,6,0
621775c4,30,3,27282,5,1,6,5,5,0
621762d5,41,9,48753,5,4,6,10,6,0
621200a2,50,21,85658,4,3,2,20,5,0
620e4162,32,13,26349,5,1,6,9,4,0
6203edcd,30,10,39563,2,0,5,4,2,0
61f62589,37,3,54897,4,1,2,7,4,0
61f0e895,40,9,58246,3,2,6,6,3,0
61e79d7f,30,5,28664,4,2,2,5,2,0
61e1031e,37,13,52770,1,1,4,6,0,0
61dd1846,39,9,55271,2,3,2,2,3,0
61dc89f7,37,10,31659,3,5,6,2,2,0
61da8eb3,34,6,43049,1,1,2,4,2,0
61d54c1a,48,15,82023,3,2,6,6,2,0
61cedacf,52,17,78061,5,3,10,8,9,0
61c4db0f,56,2,75340,5,2,2,4,1,1
61a821a4,18,0,17922,1,0,1,3,1,0
61a004e6,38,9,54689,3,2,5,11,2,0
6194529b,39,5,62824,2,3,1,5,2,0
6193d6e7,37,0,54994,5,0,6,4,2,0
618de6a1,46,12,100730,1,2,3,5,3,0
618c7ed1,35,15,27261,5,3,9,9,3,0
61850c0b,54,17,79865,1,0,4,6,6,0
618071eb,18,0,20274,2,1,5,0,3,0
617e8dd0,44,17,67842,1,4,4,8,3,0
61710f71,43,3,59296,3,0,3,8,2,0
616d9c65,52,15,57899,1,0,6,8,2,0
616bd567,44,1,86243,2,1,1,4,1,0
6167eed7,35,2,41461,3,3,0,5,4,0
61643f03,43,4,70470,3,1,4,4,3,0
6163947c,27,1,26118,5,3,4,6,2,0
6162c091,18,0,16998,5,1,7,7,2,0
615f3327,45,18,69130,5,4,3,13,4,0
6151069c,51,22,74574,5,3,9,13,4,0
61436d69,67,22,71448,3,2,4,14,5,0
613102ed,64,27,83434,5,3,12,11,6,0
61284ef6,50,8,89399,2,0,4,10,2,1
611cb964,41,9,58806,3,2,4,12,5,0
611b4149,53,16,69335,4,2,7,9,3,0
611abe07,35,16,72105,2,0,2,7,2,0
611952ab,47,6,75922,1,2,5,2,3,0
610f4f0a,45,5,99784,1,3,1,1,2,0
610ebfb9,50,2,89432,2,1,3,7,3,0
610a78c3,30,2,48084,2,2,2,3,4,1
60ff998e,42,16,70648,2,5,3,6,2,0
60fe5312,53,9,85067,1,0,4,5,3,0
60f83ca8,37,13,40570,4,1,2,13,3,0
60f784ae,53,25,72318,4,3,6,12,6,0
60f7449d,49,20,86769,5,2,10,7,5,0
60f58cd6,37,2,42542,1,3,1,5,1,0
60f5149f,20,2,17533,1,3,0,0,3,0
60f38f25,37,6,23142,4,3,4,7,2,0
60e9bdd5,55,27,78134,4,6,8,13,4,0
60e4b1be,44,6,71806,4,4,3,6,2,0
60de2021,52,29,64525,5,4,6,20,8,0
60daac35,23,3,30813,4,2,5,6,4,0
60da543b,48,5,83869,2,0,1,9,5,0
60d3a392,65,29,81573,1,1,2,14,3,0
60cd4373,41,11,68408,2,4,4,7,0,0
60cb085b,42,0,94934,2,1,2,4,1,0
60c485f8,18,0,18443,4,0,6,6,4,0
60be7508,19,0,22462,4,0,3,4,1,0
60b4da7a,24,6,21228,1,0,3,9,3,0
60b25e9c,51,2,79090,1,1,4,3,0,0
60aa1505,42,11,62351,5,1,5,5,3,0
60a7c7a2,60,19,54120,3,3,8,11,1,0
60a6c37d,34,3,28137,3,1,2,1,2,0
60a2cdaf,32,10,56214,4,6,9,11,3,0
609fbd8e,30,2,38494,4,1,7,7,5,1
609fa912,26,0,25418,4,2,5,10,1,0
6090055e,47,14,80982,5,2,6,11,4,0
6085386c,61,2,63809,5,1,3,5,3,0
607cd419,50,20,76053,2,4,8,10,5,0
607b8f18,25,2,25323,3,1,6,5,2,0
6074bfb8,46,16,62471,4,1,9,7,6,0
6058ef3c,19,1,15000,3,0,2,5,2,0
6057d8d7,43,5,70721,3,3,2,7,1,0
6057790e,64,17,59952,4,2,5,9,4,0
60568f27,35,1,49991,3,1,4,2,3,0
6051da76,23,3,24931,3,1,1,3,1,0
604fbd79,51,9,75987,2,5,3,6,4,0
60405b8b,37,2,35289,5,2,6,10,2,1
603f5a0d,52,29,87650,1,3,8,10,5,0
6039f7b7,52,24,78556,5,4,11,20,3,0
6039da83,40,12,47090,2,6,6,6,2,0
60356d4f,34,1,56383,4,0,3,5,2,0
60355fa2,18,0,15000,5,4,2,6,7,0
6030930d,47,28,61425,5,2,8,10,7,0
602b9c34,56,14,76580,3,2,6,6,4,0
602b2417,37,2,47475,1,1,3,4,1,0
6025c80d,34,2,31136,4,0,6,4,4,0
601ebb05,24,4,30975,4,0,2,3,0,0
601474b0,58,5,67876,3,1,3,2,2,0
601217ba,43,2,52301,4,1,3,6,2,0
600d7d3b,26,2,32596,5,1,2,7,1,0
600c3b04,46,8,70798,3,1,2,5,3,0
5ff93ba2,26,8,27923,4,4,4,8,6,0
5ff730f0,47,2,64959,4,0,1,3,2,0
5ff3b380,40,4,51675,3,3,4,5,1,0
5fdffc03,42,22,64726,2,4,6,11,5,1
5fdbf1ef,40,6,36377,2,5,1,7,2,0
5fd69102,47,8,86116,5,1,9,10,6,0
5fd4533f,36,0,29751,2,1,5,3,3,0
5fd29b2f,44,9,53837,3,1,5,7,3,0
5fcf132d,45,26,76668,1,2,3,14,2,0
5fcd910b,51,30,79498,3,4,13,14,7,0
5fcd76db,46,19,107893,5,0,11,10,9,0
5fcd755b,31,4,22605,5,0,4,3,5,0
5fcc09f7,28,5,24839,4,1,2,8,5,0
5fc887ff,33,0,49311,2,2,2,5,2,0
5fc64d36,69,19,78017,4,8,5,13,5,0
5fbea7b0,39,14,54522,5,3,9,7,4,0
5fbe2d18,18,0,15000,3,1,3,3,3,0
5fbc3d5a,35,3,63059,3,2,2,7,2,0
5fb99bed,37,16,15000,2,3,6,7,4,0
5fb43bfc,71,4,55596,3,0,2,4,3,0
5fb3692f,45,7,52013,1,1,1,6,2,0
5fab8929,54,9,79840,3,1,10,5,7,0
5fab02f8,38,0,52039,5,1,7,9,2,0
5fa69002,31,11,54371,4,3,1,6,2,0
5fa4ede4,43,5,64052,2,1,2,4,3,0
5f9f5a42,63,9,80481,2,0,4,6,2,0
5f9dae31,51,2,81994,3,2,2,7,1,0
5f923704,39,8,68597,2,2,4,6,2,0
5f91d2c7,58,1,79720,4,0,2,3,4,0
5f8d87b8,37,18,31421,5,2,6,8,1,0
5f87c6d5,54,1,74779,5,0,1,8,3,0
5f865dd1,40,3,92546,5,0,1,6,4,0
5f7b1966,32,10,36926,3,1,3,10,3,0
5f798c0a,45,4,44722,2,0,5,2,2,0
5f76b51e,52,11,73878,2,3,6,3,2,0
5f741af1,36,12,32616,2,4,5,8,2,0
5f716b58,33,14,41928,1,3,5,7,3,0
5f6c901c,33,5,15000,3,0,4,7,2,1
5f62d317,50,23,84211,4,2,5,5,5,0
5f6091f8,40,3,52106,5,2,4,6,1,0
5f5c088d,35,3,37656,2,0,1,3,3,0
5f5a35c3,42,0,69299,2,1,2,2,1,0
5f507ce5,44,21,59672,2,0,8,7,2,0
5f4de923,62,2,78124,3,2,7,6,2,1
5f4ca26c,58,24,73309,1,1,8,7,8,1
5f4aac05,18,0,23007,3,1,2,2,3,0
5f492386,18,0,19718,4,5,1,8,1,0
5f3de929,49,27,76739,5,3,9,12,3,0
5f3bde01,30,2,50956,5,0,3,8,2,1
5f39c15d,31,6,31302,1,1,4,3,2,0
5f38abdf,31,7,41689,4,0,3,6,5,0
5f36d44d,18,0,15000,4,1,3,4,3,0
5f2e0c30,36,10,48801,4,0,8,9,3,0
5f2daa35,38,14,66752,4,1,4,10,6,0
5f1e37eb,39,0,62882,1,3,3,2,1,0
5f1d5792,30,9,37880,3,2,4,5,1,0
5f1389c4,35,2,26864,3,0,1,4,6,0
5f1377bf,30,11,35378,3,3,4,8,4,1
5f07f29e,19,0,16273,3,0,4,6,4,0
5efa3a9c,51,7,66445,4,0,4,4,3,0
5ef783fb,38,3,66234,1,1,2,4,1,0
5ef34374,28,10,29386,2,3,3,7,2,0
5ee7fe6c,39,3,54802,1,0,3,3,2,0
5ee7c24b,46,13,90816,4,2,4,12,6,0
5ee7718d,55,22,87798,4,6,6,9,8,0
5ee47944,42,14,36137,1,1,6,8,2,0
5ecddc79,46,3,95226,1,2,2,4,3,0
5ec95e85,38,7,45169,2,2,1,4,2,0
5ec0ed4a,37,17,57946,3,4,5,8,6,0
5ebd3dfc,42,5,70378,5,1,4,9,4,0
5ebc1b9b,33,9,19107,1,0,3,7,3,0
5eba4a23,38,6,50211,2,3,4,9,4,0
5eb195d1,49,8,100699,5,2,6,11,6,0
5ea0cd6c,20,0,15000,1,2,2,3,2,0
5e928603,66,21,74010,2,3,4,5,5,0
